title,budget,worldwidegross,datecopy,date2,rate1,year,month,yearMean,logYearMeanRate
Joheunnom nabbeunnom isanghannom,10000000,42226657,23-Apr-10,23-Apr-10,4.2226658,2010,4,2.8871803,1.0602803
Oceans,80000000,86787530,22-Apr-10,22-Apr-10,1.0848441,2010,4,2.8871803,1.0602803
Death at a Funeral,21000000,48977233,16-Apr-10,16-Apr-10,2.3322492,2010,4,2.8871803,1.0602803
The Perfect Game,12500000,3931367,16-Apr-10,16-Apr-10,0.31450936,2010,4,2.8871803,1.0602803
Kick-Ass,28000000,97531134,16-Apr-10,16-Apr-10,3.4832547,2010,4,2.8871803,1.0602803
The Joneses,10000000,3541565,16-Apr-10,16-Apr-10,0.35415649,2010,4,2.8871803,1.0602803
El secreto de sus ojos,3500000,40527719,16-Apr-10,16-Apr-10,11.579349,2010,4,2.8871803,1.0602803
The City of Your Final Destination,8300000,1353296,16-Apr-10,16-Apr-10,0.16304772,2010,4,2.8871803,1.0602803
Three Kingdoms: Resurrection of the Dragon,20000000,22139590,13-Apr-10,13-Apr-10,1.1069795,2010,4,2.8871803,1.0602803
The Square,1900000,740932,9-Apr-10,9-Apr-10,0.38996422,2010,4,2.8871803,1.0602803
After.Life,4500000,2481925,9-Apr-10,9-Apr-10,0.55153888,2010,4,2.8871803,1.0602803
Valley of the Hearts Delight,2500000,118666,9-Apr-10,9-Apr-10,0.047466401,2010,4,2.8871803,1.0602803
Letters to God,3000000,2908902,9-Apr-10,9-Apr-10,0.969634,2010,4,2.8871803,1.0602803
Date Night,55000000,152269033,9-Apr-10,9-Apr-10,2.768528,2010,4,2.8871803,1.0602803
Leaves of Grass,9000000,85527,2-Apr-10,2-Apr-10,0.009503,2010,4,2.8871803,1.0602803
The Warlords,40000000,38899792,2-Apr-10,2-Apr-10,0.97249478,2010,4,2.8871803,1.0602803
Why Did I Get Married Too?,20000000,60831067,2-Apr-10,2-Apr-10,3.0415533,2010,4,2.8871803,1.0602803
The Greatest,6000000,117796,2-Apr-10,2-Apr-10,0.019632667,2010,4,2.8871803,1.0602803
Don McKay,6000000,13722,2-Apr-10,2-Apr-10,0.002287,2010,4,2.8871803,1.0602803
Breaking Upwards,15000,115592,2-Apr-10,2-Apr-10,7.7061334,2010,4,2.8871803,1.0602803
Clash of the Titans,125000000,493214888,1-Apr-10,1-Apr-10,3.945719,2010,4,2.8871803,1.0602803
The Last Song,20000000,92678948,31-Mar-10,31-Mar-10,4.6339474,2010,3,2.8871803,1.0602803
Chloe,13000000,11831131,26-Mar-10,26-Mar-10,0.91008699,2010,3,2.8871803,1.0602803
Ca$h,7000000,46488,26-Mar-10,26-Mar-10,0.006641143,2010,3,2.8871803,1.0602803
The Eclipse,3000000,133411,26-Mar-10,26-Mar-10,0.044470333,2010,3,2.8871803,1.0602803
Hot Tub Time Machine,36000000,65967750,26-Mar-10,26-Mar-10,1.8324375,2010,3,2.8871803,1.0602803
How to Train Your Dragon,165000000,494870991,26-Mar-10,26-Mar-10,2.9992182,2010,3,2.8871803,1.0602803
Repo Men,32000000,18048066,19-Mar-10,19-Mar-10,0.56400204,2010,3,2.8871803,1.0602803
Diary of a Wimpy Kid,15000000,76954311,19-Mar-10,19-Mar-10,5.1302872,2010,3,2.8871803,1.0602803
City Island,6000000,8173239,19-Mar-10,19-Mar-10,1.3622065,2010,3,2.8871803,1.0602803
The Runaways,9500000,5278632,19-Mar-10,19-Mar-10,0.55564547,2010,3,2.8871803,1.0602803
The Bounty Hunter,45000000,135808837,19-Mar-10,19-Mar-10,3.0179741,2010,3,2.8871803,1.0602803
Our Family Wedding,14000000,21404886,12-Mar-10,12-Mar-10,1.5289204,2010,3,2.8871803,1.0602803
The Exploding Girl,40000,25572,12-Mar-10,12-Mar-10,0.63929999,2010,3,2.8871803,1.0602803
Remember Me,16000000,56506120,12-Mar-10,12-Mar-10,3.5316324,2010,3,2.8871803,1.0602803
Green Zone,100000000,97079343,12-Mar-10,12-Mar-10,0.97079343,2010,3,2.8871803,1.0602803
She's Out of My League,20000000,48298434,12-Mar-10,12-Mar-10,2.4149218,2010,3,2.8871803,1.0602803
Hachiko: A Dog's Story,16000000,47707417,9-Mar-10,9-Mar-10,2.9817135,2010,3,2.8871803,1.0602803
Alice in Wonderland,200000000,1025491110,5-Mar-10,5-Mar-10,5.1274557,2010,3,2.8871803,1.0602803
The Secret of Kells,8000000,3582797,5-Mar-10,5-Mar-10,0.44784963,2010,3,2.8871803,1.0602803
Brooklyn's Finest,17000000,39233233,5-Mar-10,5-Mar-10,2.3078372,2010,3,2.8871803,1.0602803
Cop Out,37000000,55909910,26-Feb-10,26-Feb-10,1.5110786,2010,2,2.8871803,1.0602803
The Yellow Handkerchief,15500000,318623,26-Feb-10,26-Feb-10,0.020556323,2010,2,2.8871803,1.0602803
The Crazies,19000000,56445534,26-Feb-10,26-Feb-10,2.9708176,2010,2,2.8871803,1.0602803
Un Proph’‘ÎŒte,13000000,19910624,26-Feb-10,26-Feb-10,1.5315864,2010,2,2.8871803,1.0602803
Blood Done Sign My Name,10000000,109383,19-Feb-10,19-Feb-10,0.0109383,2010,2,2.8871803,1.0602803
Defendor,3750000,44462,19-Feb-10,19-Feb-10,0.011856534,2010,2,2.8871803,1.0602803
Shutter Island,80000000,299461782,19-Feb-10,19-Feb-10,3.7432723,2010,2,2.8871803,1.0602803
The Ghost Writer,45000000,65532491,19-Feb-10,19-Feb-10,1.4562776,2010,2,2.8871803,1.0602803
The Good Guy,10000000,100688,19-Feb-10,19-Feb-10,0.0100688,2010,2,2.8871803,1.0602803
Le Petit Nicolas,30000000,52339566,19-Feb-10,19-Feb-10,1.7446522,2010,2,2.8871803,1.0602803
The Wolfman,150000000,142424154,12-Feb-10,12-Feb-10,0.94949436,2010,2,2.8871803,1.0602803
My Name is Khan,8470000,42327961,12-Feb-10,12-Feb-10,4.9973979,2010,2,2.8871803,1.0602803
Percy Jackson & the Olympians: The Lightning Thief,95000000,223050874,12-Feb-10,12-Feb-10,2.347904,2010,2,2.8871803,1.0602803
Valentine's Day,52000000,217569328,12-Feb-10,12-Feb-10,4.1840258,2010,2,2.8871803,1.0602803
The Red Riding Trilogy: 1974,9000000,148826,5-Feb-10,5-Feb-10,0.016536223,2010,2,2.8871803,1.0602803
From Paris With Love,52000000,53139168,5-Feb-10,5-Feb-10,1.0219071,2010,2,2.8871803,1.0602803
Dear John,25000000,142033509,5-Feb-10,5-Feb-10,5.6813402,2010,2,2.8871803,1.0602803
Ajami,1000000,2721096,3-Feb-10,3-Feb-10,2.721096,2010,2,2.8871803,1.0602803
Edge of Darkness,60000000,82812456,29-Jan-10,29-Jan-10,1.3802077,2010,1,2.8871803,1.0602803
Saint John of Las Vegas,2000000,102645,29-Jan-10,29-Jan-10,0.051322501,2010,1,2.8871803,1.0602803
B-Girl,700000,1160,26-Jan-10,26-Jan-10,0.001657143,2010,1,2.8871803,1.0602803
La fille du RER,9000000,208163,22-Jan-10,22-Jan-10,0.023129223,2010,1,2.8871803,1.0602803
Extraordinary Measures,31000000,15826984,22-Jan-10,22-Jan-10,0.51054788,2010,1,2.8871803,1.0602803
The Tooth Fairy,48000000,112610386,22-Jan-10,22-Jan-10,2.3460498,2010,1,2.8871803,1.0602803
Legion,26000000,67602432,22-Jan-10,22-Jan-10,2.6000936,2010,1,2.8871803,1.0602803
To Save a Life,500000,3824868,22-Jan-10,22-Jan-10,7.6497359,2010,1,2.8871803,1.0602803
Biutiful,35000000,24687524,21-Jan-10,21-Jan-10,0.70535785,2010,1,2.8871803,1.0602803
The Book of Eli,80000000,158750817,15-Jan-10,15-Jan-10,1.9843853,2010,1,2.8871803,1.0602803
The Spy Next Door,28000000,46752858,15-Jan-10,15-Jan-10,1.669745,2010,1,2.8871803,1.0602803
Fish Tank,3000000,5922292,15-Jan-10,15-Jan-10,1.9740974,2010,1,2.8871803,1.0602803
The Last Station,18000000,15696146,15-Jan-10,15-Jan-10,0.87200809,2010,1,2.8871803,1.0602803
Daybreakers,20000000,51445503,8-Jan-10,8-Jan-10,2.5722752,2010,1,2.8871803,1.0602803
Leap Year,19000000,32618920,8-Jan-10,8-Jan-10,1.7167853,2010,1,2.8871803,1.0602803
Youth in Revolt,18000000,19685588,8-Jan-10,8-Jan-10,1.0936438,2010,1,2.8871803,1.0602803
Reign of Assassins,14000000,11354230,31-Dec-11,31-Dec-11,0.81101644,2011,12,3.0991018,1.1311123
Tu Xia Chuan Qi,12000000,1828400,31-Dec-11,31-Dec-11,0.15236667,2011,12,3.0991018,1.1311123
Red Dog,9100000,20927794,31-Dec-11,31-Dec-11,2.2997575,2011,12,3.0991018,1.1311123
La Cara Oculta,2600000,7033931,31-Dec-11,31-Dec-11,2.705358,2011,12,3.0991018,1.1311123
Tracker,6500000,3149,31-Dec-11,31-Dec-11,0.000484462,2011,12,3.0991018,1.1311123
Absentia,70000,8555,31-Dec-11,31-Dec-11,0.12221429,2011,12,3.0991018,1.1311123
The Iron Lady,14000000,115592104,30-Dec-11,30-Dec-11,8.2565784,2011,12,3.0991018,1.1311123
Jodaeiye Nader az Simin,800000,24426169,30-Dec-11,30-Dec-11,30.532711,2011,12,3.0991018,1.1311123
The Darkest Hour,34800000,62831715,25-Dec-11,25-Dec-11,1.8055091,2011,12,3.0991018,1.1311123
War Horse,70000000,156815529,25-Dec-11,25-Dec-11,2.2402217,2011,12,3.0991018,1.1311123
Extremely Loud and Incredibly Close,40000000,55247881,25-Dec-11,25-Dec-11,1.381197,2011,12,3.0991018,1.1311123
The Adventures of Tintin,130000000,373993951,21-Dec-11,21-Dec-11,2.8768766,2011,12,3.0991018,1.1311123
Albert Nobbs,7500000,8539003,21-Dec-11,21-Dec-11,1.1385337,2011,12,3.0991018,1.1311123
Jin l’‘_ng sh’‘_ san chai,100000000,93721434,21-Dec-11,21-Dec-11,0.93721431,2011,12,3.0991018,1.1311123
The Girl with the Dragon Tattoo,90000000,239373970,20-Dec-11,20-Dec-11,2.6597109,2011,12,3.0991018,1.1311123
Alvin and the Chipmunks: Chipwrecked,80000000,349088523,16-Dec-11,16-Dec-11,4.3636065,2011,12,3.0991018,1.1311123
Sherlock Holmes: A Game of Shadows,125000000,535663443,16-Dec-11,16-Dec-11,4.2853074,2011,12,3.0991018,1.1311123
Carnage,25000000,38112154,16-Dec-11,16-Dec-11,1.5244862,2011,12,3.0991018,1.1311123
Mission: Impossible’Ç’•Ghost Protocol,145000000,694713230,16-Dec-11,16-Dec-11,4.7911258,2011,12,3.0991018,1.1311123
Tinker Tailor Soldier Spy,21000000,81452811,9-Dec-11,9-Dec-11,3.8787053,2011,12,3.0991018,1.1311123
New Year’Ç’«s Eve,26000000,146850273,9-Dec-11,9-Dec-11,5.6480875,2011,12,3.0991018,1.1311123
The Sitter,25000000,38749404,9-Dec-11,9-Dec-11,1.5499761,2011,12,3.0991018,1.1311123
Young Adult,12000000,22750356,9-Dec-11,9-Dec-11,1.8958631,2011,12,3.0991018,1.1311123
We Need to Talk About Kevin,7000000,10765283,9-Dec-11,9-Dec-11,1.5378976,2011,12,3.0991018,1.1311123
Coriolanus,10000000,1049641,2-Dec-11,2-Dec-11,0.1049641,2011,12,3.0991018,1.1311123
Shame,6500000,20412841,2-Dec-11,2-Dec-11,3.1404371,2011,12,3.0991018,1.1311123
We Bought a Zoo,50000000,118729073,26-Nov-11,26-Nov-11,2.3745816,2011,11,3.0991018,1.1311123
The Artist,16000000,128256712,25-Nov-11,25-Nov-11,8.0160446,2011,11,3.0991018,1.1311123
Arthur Christmas,85000000,149717124,23-Nov-11,23-Nov-11,1.7613779,2011,11,3.0991018,1.1311123
A Dangerous Method,20000000,14807531,23-Nov-11,23-Nov-11,0.74037653,2011,11,3.0991018,1.1311123
My Week with Marilyn,10000000,34240572,23-Nov-11,23-Nov-11,3.4240572,2011,11,3.0991018,1.1311123
The Muppets,45000000,160971922,23-Nov-11,23-Nov-11,3.5771539,2011,11,3.0991018,1.1311123
Hugo,180000000,180047784,23-Nov-11,23-Nov-11,1.0002655,2011,11,3.0991018,1.1311123
Happy Feet Two,135000000,157956466,18-Nov-11,18-Nov-11,1.1700479,2011,11,3.0991018,1.1311123
"The Twilight Saga: Breaking Dawn, Part 1",127500000,689420051,18-Nov-11,18-Nov-11,5.4072161,2011,11,3.0991018,1.1311123
Another Happy Day,4000000,978527,18-Nov-11,18-Nov-11,0.24463175,2011,11,3.0991018,1.1311123
The Descendants,20000000,175507800,16-Nov-11,16-Nov-11,8.7753897,2011,11,3.0991018,1.1311123
Jack and Jill,79000000,150519217,11-Nov-11,11-Nov-11,1.9053066,2011,11,3.0991018,1.1311123
Immortals,75000000,211562435,11-Nov-11,11-Nov-11,2.8208325,2011,11,3.0991018,1.1311123
Melancholia,9400000,21817298,11-Nov-11,11-Nov-11,2.3209891,2011,11,3.0991018,1.1311123
J. Edgar,35000000,84606030,9-Nov-11,9-Nov-11,2.4173152,2011,11,3.0991018,1.1311123
The Son of No One,15000000,1148578,4-Nov-11,4-Nov-11,0.076571867,2011,11,3.0991018,1.1311123
A Very Harold & Kumar 3D Christmas,20000000,36265745,4-Nov-11,4-Nov-11,1.8132873,2011,11,3.0991018,1.1311123
Tower Heist,85000000,153487972,4-Nov-11,4-Nov-11,1.8057408,2011,11,3.0991018,1.1311123
Puss in Boots,130000000,554987477,28-Oct-11,28-Oct-11,4.2691345,2011,10,3.0991018,1.1311123
Anonymous,27500000,15815509,28-Oct-11,28-Oct-11,0.57510942,2011,10,3.0991018,1.1311123
Like Crazy,250000,3731489,28-Oct-11,28-Oct-11,14.925956,2011,10,3.0991018,1.1311123
In Time,35000000,165103952,28-Oct-11,28-Oct-11,4.7172556,2011,10,3.0991018,1.1311123
Margin Call,3400000,20433227,21-Oct-11,21-Oct-11,6.0097728,2011,10,3.0991018,1.1311123
Paranormal Activity 3,5000000,202053386,21-Oct-11,21-Oct-11,40.410679,2011,10,3.0991018,1.1311123
Cargo,4200000,313230,21-Oct-11,21-Oct-11,0.074578568,2011,10,3.0991018,1.1311123
Le Havre,5500000,13480196,21-Oct-11,21-Oct-11,2.4509447,2011,10,3.0991018,1.1311123
The Three Musketeers,90000000,139874484,21-Oct-11,21-Oct-11,1.554161,2011,10,3.0991018,1.1311123
Johnny English Reborn,45000000,164539660,21-Oct-11,21-Oct-11,3.6564369,2011,10,3.0991018,1.1311123
The Mighty Macs,7000000,1891936,21-Oct-11,21-Oct-11,0.27027658,2011,10,3.0991018,1.1311123
Martha Marcy May Marlene,1000000,5438911,21-Oct-11,21-Oct-11,5.438911,2011,10,3.0991018,1.1311123
The Thing,38000000,27501814,14-Oct-11,14-Oct-11,0.72373194,2011,10,3.0991018,1.1311123
The Big Year,41000000,7684524,14-Oct-11,14-Oct-11,0.18742742,2011,10,3.0991018,1.1311123
Footloose,24000000,62989834,14-Oct-11,14-Oct-11,2.6245763,2011,10,3.0991018,1.1311123
The Ides of March,23000000,77735925,7-Oct-11,7-Oct-11,3.3798227,2011,10,3.0991018,1.1311123
Blackthorn,4500000,1217307,7-Oct-11,7-Oct-11,0.27051267,2011,10,3.0991018,1.1311123
Real Steel,110000000,263880341,7-Oct-11,7-Oct-11,2.3989122,2011,10,3.0991018,1.1311123
Xinhai geming,30000000,8593154,7-Oct-11,7-Oct-11,0.28643847,2011,10,3.0991018,1.1311123
La v’‘Î©ritable histoire du Chat Bott’‘Î©,25000000,8208594,4-Oct-11,4-Oct-11,0.32834375,2011,10,3.0991018,1.1311123
Margaret,14000000,134972,30-Sep-11,30-Sep-11,0.009640858,2011,9,3.0991018,1.1311123
Dream House,50000000,39932340,30-Sep-11,30-Sep-11,0.79864681,2011,9,3.0991018,1.1311123
Take Shelter,4750000,4972016,30-Sep-11,30-Sep-11,1.0467402,2011,9,3.0991018,1.1311123
50/50,8000000,41332809,30-Sep-11,30-Sep-11,5.1666012,2011,9,3.0991018,1.1311123
Courageous,2000000,35185884,30-Sep-11,30-Sep-11,17.592941,2011,9,3.0991018,1.1311123
What's Your Number?,20000000,30163785,30-Sep-11,30-Sep-11,1.5081892,2011,9,3.0991018,1.1311123
Tucker & Dale vs. Evil,5000000,5476793,30-Sep-11,30-Sep-11,1.0953586,2011,9,3.0991018,1.1311123
Machine Gun Preacher,30000000,3721988,23-Sep-11,23-Sep-11,0.12406626,2011,9,3.0991018,1.1311123
Weekend,190000,1562940,23-Sep-11,23-Sep-11,8.2259998,2011,9,3.0991018,1.1311123
Moneyball,50000000,111300835,23-Sep-11,23-Sep-11,2.2260168,2011,9,3.0991018,1.1311123
Killer Elite,70000000,65409046,23-Sep-11,23-Sep-11,0.93441492,2011,9,3.0991018,1.1311123
Dolphin Tale,37000000,96068724,23-Sep-11,23-Sep-11,2.596452,2011,9,3.0991018,1.1311123
Abduction,35000000,86648359,23-Sep-11,23-Sep-11,2.4756675,2011,9,3.0991018,1.1311123
Restless,8000000,2817782,16-Sep-11,16-Sep-11,0.35222274,2011,9,3.0991018,1.1311123
I Don't Know How She Does It,24000000,24474463,16-Sep-11,16-Sep-11,1.0197693,2011,9,3.0991018,1.1311123
Drive,15000000,78054825,16-Sep-11,16-Sep-11,5.2036548,2011,9,3.0991018,1.1311123
3,7200000,295492,16-Sep-11,16-Sep-11,0.041040555,2011,9,3.0991018,1.1311123
Straw Dogs,25000000,11253821,16-Sep-11,16-Sep-11,0.45015284,2011,9,3.0991018,1.1311123
Tanner Hall,3000000,5073,9-Sep-11,9-Sep-11,0.001691,2011,9,3.0991018,1.1311123
Contagion,60000000,137551594,9-Sep-11,9-Sep-11,2.2925265,2011,9,3.0991018,1.1311123
Warrior,25000000,24215385,9-Sep-11,9-Sep-11,0.96861541,2011,9,3.0991018,1.1311123
Creature,3000000,327000,9-Sep-11,9-Sep-11,0.109,2011,9,3.0991018,1.1311123
Kevin Hart: Laugh at My Pain,750000,7712436,9-Sep-11,9-Sep-11,10.283248,2011,9,3.0991018,1.1311123
Grave Encounters,2000000,2151887,9-Sep-11,9-Sep-11,1.0759435,2011,9,3.0991018,1.1311123
Bucky Larson: Born to Be a Star,10000000,2529395,9-Sep-11,9-Sep-11,0.25293949,2011,9,3.0991018,1.1311123
Shark Night 3D,25000000,32209741,2-Sep-11,2-Sep-11,1.2883897,2011,9,3.0991018,1.1311123
Salvando al Soldado Perez,4500000,9330465,2-Sep-11,2-Sep-11,2.0734367,2011,9,3.0991018,1.1311123
Apollo 18,5000000,26517819,2-Sep-11,2-Sep-11,5.3035636,2011,9,3.0991018,1.1311123
The Debt,20000000,46604054,31-Aug-11,31-Aug-11,2.3302028,2011,8,3.0991018,1.1311123
Our Idiot Brother,5000000,25861249,26-Aug-11,26-Aug-11,5.1722498,2011,8,3.0991018,1.1311123
Circumstance,900000,958978,26-Aug-11,26-Aug-11,1.0655311,2011,8,3.0991018,1.1311123
Don't Be Afraid of the Dark,25000000,39126427,26-Aug-11,26-Aug-11,1.565057,2011,8,3.0991018,1.1311123
Colombiana,40000000,72295262,26-Aug-11,26-Aug-11,1.8073815,2011,8,3.0991018,1.1311123
Brighton Rock,11000000,224631,26-Aug-11,26-Aug-11,0.020421,2011,8,3.0991018,1.1311123
Redemption Road,2300000,29384,26-Aug-11,26-Aug-11,0.012775652,2011,8,3.0991018,1.1311123
Higher Ground,1800000,842693,23-Aug-11,23-Aug-11,0.46816278,2011,8,3.0991018,1.1311123
Amigo,1500000,184705,19-Aug-11,19-Aug-11,0.12313667,2011,8,3.0991018,1.1311123
Spy Kids: All the Time in the World,27000000,80681183,19-Aug-11,19-Aug-11,2.9881921,2011,8,3.0991018,1.1311123
Nannerl la soeur de Mozart,4500000,2404639,19-Aug-11,19-Aug-11,0.53436422,2011,8,3.0991018,1.1311123
One Day,15000000,59168692,19-Aug-11,19-Aug-11,3.9445794,2011,8,3.0991018,1.1311123
Conan the Barbarian,90000000,63356133,19-Aug-11,19-Aug-11,0.70395702,2011,8,3.0991018,1.1311123
Fright Night,30000000,40520649,19-Aug-11,19-Aug-11,1.3506883,2011,8,3.0991018,1.1311123
Griff the Invisible,2900000,25935,19-Aug-11,19-Aug-11,0.008943103,2011,8,3.0991018,1.1311123
5 Days of War,12000000,87793,19-Aug-11,19-Aug-11,0.007316083,2011,8,3.0991018,1.1311123
Final Destination 5,40000000,155011165,12-Aug-11,12-Aug-11,3.8752792,2011,8,3.0991018,1.1311123
30 Minutes or Less,28000000,40966716,12-Aug-11,12-Aug-11,1.463097,2011,8,3.0991018,1.1311123
Glee: The 3D Concert Movie,9000000,17462398,10-Aug-11,10-Aug-11,1.9402665,2011,8,3.0991018,1.1311123
The Help,25000000,213120004,10-Aug-11,10-Aug-11,8.5248003,2011,8,3.0991018,1.1311123
The Change-Up,52000000,75835124,5-Aug-11,5-Aug-11,1.4583678,2011,8,3.0991018,1.1311123
Rise of the Planet of the Apes,93000000,482860185,5-Aug-11,5-Aug-11,5.1920452,2011,8,3.0991018,1.1311123
The Guard,6000000,21197454,29-Jul-11,29-Jul-11,3.5329089,2011,7,3.0991018,1.1311123
The Smurfs,110000000,563749323,29-Jul-11,29-Jul-11,5.1249938,2011,7,3.0991018,1.1311123
The Devil's Double,19100000,2406666,29-Jul-11,29-Jul-11,0.12600346,2011,7,3.0991018,1.1311123
The Harvest/La Cosecha,560000,3709,29-Jul-11,29-Jul-11,0.006623214,2011,7,3.0991018,1.1311123
The Future,1000000,574883,29-Jul-11,29-Jul-11,0.57488298,2011,7,3.0991018,1.1311123
Cowboys and Aliens,163000000,175910315,29-Jul-11,29-Jul-11,1.0792044,2011,7,3.0991018,1.1311123
Attack the Block,13000000,6459183,29-Jul-11,29-Jul-11,0.49686024,2011,7,3.0991018,1.1311123
"Crazy, Stupid, Love",50000000,147142328,29-Jul-11,29-Jul-11,2.9428465,2011,7,3.0991018,1.1311123
Captain America: The First Avenger,140000000,370569776,22-Jul-11,22-Jul-11,2.6469269,2011,7,3.0991018,1.1311123
Another Earth,175000,2102779,22-Jul-11,22-Jul-11,12.01588,2011,7,3.0991018,1.1311123
Friends with Benefits,35000000,146595891,22-Jul-11,22-Jul-11,4.1884542,2011,7,3.0991018,1.1311123
Elle s'appelait Sarah,14500000,25480031,22-Jul-11,22-Jul-11,1.7572435,2011,7,3.0991018,1.1311123
Winnie the Pooh,30000000,50145607,15-Jul-11,15-Jul-11,1.6715202,2011,7,3.0991018,1.1311123
Salvation Boulevard,5500000,28468,15-Jul-11,15-Jul-11,0.005176,2011,7,3.0991018,1.1311123
Harry Potter and the Deathly Hallows: Part II,125000000,1341511219,15-Jul-11,15-Jul-11,10.73209,2011,7,3.0991018,1.1311123
Snow Flower and the Secret Fan,6000000,11348205,15-Jul-11,15-Jul-11,1.8913676,2011,7,3.0991018,1.1311123
Horrible Bosses,35000000,212417601,8-Jul-11,8-Jul-11,6.0690742,2011,7,3.0991018,1.1311123
Zookeeper,80000000,170805525,8-Jul-11,8-Jul-11,2.1350691,2011,7,3.0991018,1.1311123
Sholem Aleichem: Laughing in the Darkness,500000,1131261,8-Jul-11,8-Jul-11,2.262522,2011,7,3.0991018,1.1311123
Ironclad,25000000,5297411,8-Jul-11,8-Jul-11,0.21189643,2011,7,3.0991018,1.1311123
Monte Carlo,20000000,39686769,1-Jul-11,1-Jul-11,1.9843384,2011,7,3.0991018,1.1311123
The Perfect Host,1000000,51587,1-Jul-11,1-Jul-11,0.051587,2011,7,3.0991018,1.1311123
Larry Crowne,30000000,61449135,1-Jul-11,1-Jul-11,2.0483046,2011,7,3.0991018,1.1311123
Transformers: Dark of the Moon,195000000,1123790543,29-Jun-11,29-Jun-11,5.7630286,2011,6,3.0991018,1.1311123
Bad Teacher,19000000,215448997,24-Jun-11,24-Jun-11,11.339421,2011,6,3.0991018,1.1311123
Cars 2,200000000,560155383,24-Jun-11,24-Jun-11,2.800777,2011,6,3.0991018,1.1311123
A Better Life,10000000,1884251,24-Jun-11,24-Jun-11,0.18842509,2011,6,3.0991018,1.1311123
Le nom des gens,4600000,9261711,24-Jun-11,24-Jun-11,2.0134153,2011,6,3.0991018,1.1311123
You Got Served: Beat The World,10000000,1230542,21-Jun-11,21-Jun-11,0.1230542,2011,6,3.0991018,1.1311123
Green Lantern,200000000,231201172,17-Jun-11,17-Jun-11,1.1560059,2011,6,3.0991018,1.1311123
The Art of Getting By,4000000,1989035,17-Jun-11,17-Jun-11,0.49725875,2011,6,3.0991018,1.1311123
Mr. Poppers's Penguins,55000000,189624452,17-Jun-11,17-Jun-11,3.4477174,2011,6,3.0991018,1.1311123
Trolljegeren,3500000,5706638,10-Jun-11,10-Jun-11,1.630468,2011,6,3.0991018,1.1311123
Super 8,50000000,257972745,9-Jun-11,9-Jun-11,5.1594548,2011,6,3.0991018,1.1311123
Submarine,1900000,4581937,3-Jun-11,3-Jun-11,2.4115458,2011,6,3.0991018,1.1311123
Beginners,3200000,14314407,3-Jun-11,3-Jun-11,4.4732523,2011,6,3.0991018,1.1311123
X-Men: First Class,160000000,355408305,3-Jun-11,3-Jun-11,2.2213018,2011,6,3.0991018,1.1311123
The Tree of Life,35000000,61721826,27-May-11,27-May-11,1.7634808,2011,5,3.0991018,1.1311123
Die Welle,7250000,35122948,27-May-11,27-May-11,4.8445444,2011,5,3.0991018,1.1311123
Kung Fu Panda 2,150000000,664837547,26-May-11,26-May-11,4.4322505,2011,5,3.0991018,1.1311123
The Hangover Part II,80000000,586464305,26-May-11,26-May-11,7.3308039,2011,5,3.0991018,1.1311123
Forget Me Not,1300000,13465,24-May-11,24-May-11,0.010357692,2011,5,3.0991018,1.1311123
Pirates of the Caribbean: On Stranger Tides,250000000,1045663875,20-May-11,20-May-11,4.1826553,2011,5,3.0991018,1.1311123
Midnight in Paris,30000000,162942835,20-May-11,20-May-11,5.431428,2011,5,3.0991018,1.1311123
Hesher,7000000,382946,13-May-11,13-May-11,0.05470657,2011,5,3.0991018,1.1311123
Bridesmaids,32500000,289527030,13-May-11,13-May-11,8.9085236,2011,5,3.0991018,1.1311123
